1.0529,-0.4250
3.0655,0.4844
0.5997,0.6414
2.8277,0.2511
2.4594,0.9142
0.7078,0.9244
1.3777,-0.1559
0.0300,0.2071
2.0770,-0.4037
0.3008,0.3092
2.4957,0.8328
1.5309,-0.9491
-0.1591,-0.7217
-1.5130,0.8950
-1.5881,0.9903
0.8650,0.2152
1.6702,-0.7079
0.1338,0.6930
0.7964,0.6501
-1.4162,0.3828
-2.6548,-0.0968
-1.3463,-0.0004
-1.4344,0.4936
-1.1328,0.1797
0.2523,0.5225
-2.2722,-0.1849
-1.6885,0.6052
1.2186,0.1259
1.2970,0.1552
-2.7380,0.0135
-0.5806,-0.5442
0.2677,0.4574
-0.5292,-0.2771
-1.8420,-0.1503
-0.5018,-0.1531
2.5437,0.6325
0.5283,0.2726
1.2285,0.1471
2.2414,-0.0162
1.6688,-0.7152
-0.7516,-0.8454
-3.1045,-0.2536
-0.9314,0.1957
1.5926,-0.9846
2.2208,-0.1386
2.8490,0.3462
-0.5088,-0.1827
1.5552,-0.9921
0.2899,0.3586
0.6488,0.8418
-1.7559,0.2005
-1.7629,0.1610
-0.4032,0.0131
-2.9592,-0.7135
-1.0296,0.4466
1.1256,-0.2085
-0.6012,-0.6485
-2.1046,0.4430
-0.2049,-0.6762
-2.3397,-0.6195
0.7682,0.7852
-2.9722,-0.7220
-0.6659,-0.8867
0.4046,-0.0145
-2.9713,-0.7218
0.8969,0.0043
-2.2890,-0.2985
-0.2407,-0.5677
-2.8256,-0.2422
-0.7596,-0.8182
-1.8117,-0.0657
-1.0880,0.3428
1.6414,-0.8457
-0.7595,-0.8187
1.5834,-0.9948
2.0855,-0.4199
-1.5565,0.9934
-2.6270,-0.2084
-3.0198,-0.6654
0.2477,0.5408
3.1410,0.0041
-0.9427,0.2512
0.9434,-0.2542
1.7670,-0.1385
0.9535,-0.2984
1.5974,-0.9772
2.8250,0.2394
-1.8890,-0.1792
-3.0135,-0.6808
-2.1841,0.3142
-2.3485,-0.6678
1.0647,-0.4033
0.4019,-0.0119
-1.7721,0.1116
1.2533,0.1797
1.6770,-0.6709
-2.0873,0.4229
0.6739,0.9021
1.5578,-0.9945
-2.4220,-0.9150
2.0062,-0.1694
2.9199,0.6319
-2.4624,-0.9103
-2.9803,-0.7223
-1.1815,-0.0125
1.1143,-0.2520
2.8788,0.4787
-0.6493,-0.8436
1.3510,-0.0204
-2.6641,-0.0664
1.1977,0.0675
0.7995,0.6330
-2.5013,-0.8140
1.7120,-0.4643
2.2010,-0.2413
0.6309,0.7796
-2.3810,-0.8145
3.0401,0.5992
1.7759,-0.0921
-0.9600,0.3242
-0.4500,-0.0019
-0.8132,-0.5534
0.0375,0.2563
-0.9976,0.4257
2.1964,-0.2623
2.0253,-0.2444
-2.4785,-0.8806
2.8952,0.5459
0.8519,0.3034
2.0653,-0.3760
1.3026,0.1443
-0.4053,0.0151
1.4690,-0.6947
2.9247,0.6457
-1.4446,0.5555
1.9365,0.0901
0.2398,0.5707
-0.1037,-0.6075
-0.4048,0.0147
1.4516,-0.5966
-1.4552,0.6177
2.2099,-0.1972
2.0780,-0.4058
-2.5971,-0.3544
2.3979,0.8684
-1.6094,0.9524
-0.2217,-0.6317
0.6932,0.9237
-0.7603,-0.8156
-2.9613,-0.7155
2.2051,-0.2213
-1.9991,0.1403
-1.8088,-0.0552
1.8713,0.1831
-1.0032,0.4338
2.3896,0.8442
1.2641,0.1837
-1.4057,0.3188
-3.0778,-0.4178
2.8153,0.1984
-2.6037,-0.3206
1.3828,-0.1839
-0.0718,-0.4618
1.6221,-0.9166
1.1976,0.0674
0.9167,-0.1155
-0.0577,-0.3824
1.8406,0.1474
-2.5569,-0.5655
-1.7493,0.2389
1.2050,0.0899
-1.2176,-0.1235
0.5124,0.1985
-0.1680,-0.7224
0.1943,0.6971
-0.4681,-0.0399
1.5453,-0.9789
-1.0632,0.4066
1.2746,0.1814
-1.4394,0.5241
-1.5620,0.9975
-2.3835,-0.8236
-1.9315,-0.1040
-2.3904,-0.8467
0.2253,0.6205
1.6474,-0.8197
-1.9783,0.0566
-1.7820,0.0612
-0.0993,-0.5905
1.4111,-0.3514
2.9946,0.7129
0.1548,0.7196
-1.3635,0.0805
-2.5100,-0.7824
-1.9219,-0.1283
-1.7123,0.4629
-2.0141,0.2010
-3.0527,-0.5464
0.2145,0.6524
-1.4180,0.3938
2.9801,0.7223
0.3353,0.1625
1.2404,0.1667
-2.3482,-0.6659
2.3151,0.4711
-0.0573,-0.3803
2.3419,0.6317
0.4654,0.0331
-0.1923,-0.7004
-0.3740,-0.0373
-1.9832,0.0762
-2.8188,-0.2130
2.7713,0.0467
-0.1399,-0.7035
2.0239,-0.2392
-0.6239,-0.7513
-2.6761,-0.0334
0.8133,0.5528
-2.8048,-0.1564
-2.2042,0.2259
0.3948,-0.0031
-1.2325,-0.1545
3.1034,0.2612
-2.3973,-0.8670
1.6615,-0.7525
0.6680,0.8912
1.8268,0.1140
-1.7236,0.3937
0.1418,0.7064
-0.3109,-0.2641
-0.3599,-0.0763
2.2630,0.1235
3.0790,0.4113
-1.2228,-0.1355
0.7604,0.8152
0.6888,0.9208
1.5085,-0.8785
2.8123,0.1862
-1.8360,-0.1376
-1.8157,-0.0797
