1.3334,1.2248,-1.7117,-2.7955
1.4471,-1.8308,-1.9250,5.0999
1.6846,1.4484,0.3030,0.7394
0.2936,0.8380,-0.3292,-0.0810
-1.5393,-1.9166,-0.7009,-2.0679
1.2053,0.4725,1.3281,0.7564
1.6791,-1.6475,1.3779,-3.8117
-1.0267,0.3555,0.0959,-0.0350
-0.4169,-0.7589,-0.6419,-0.2031
-0.6677,-1.3275,0.0419,0.0372
-1.5439,0.0398,1.6237,-0.0998
-0.6025,0.9095,1.2758,-0.6991
1.2601,-1.0549,-1.4142,1.8800
-1.2109,0.4096,1.0409,-0.5163
0.6220,-1.2914,1.0914,-0.8767
-0.0235,1.0178,1.0395,-0.0249
-0.2044,1.6966,0.2580,-0.0895
0.5412,0.4981,1.4570,0.3927
0.5089,-1.3962,-1.7269,1.2269
-0.2312,-0.7887,-0.9013,-0.1643
-1.7753,0.0293,-0.7584,0.0395
-0.1923,-1.7724,1.3268,0.4523
-1.6931,1.4570,1.4212,-3.5058
0.4600,0.0283,-0.1492,-0.0019
0.2173,1.1673,1.5835,0.4016
-0.2011,1.2393,0.6073,-0.1513
-0.7139,-0.0975,-1.3966,-0.0972
-1.7525,-1.5860,1.5965,4.4374
-0.6262,0.8573,0.0182,-0.0098
-1.3098,-1.0090,-0.2490,-0.3290
-0.2423,0.0910,-1.3650,0.0301
-0.5086,-0.8684,-0.3649,-0.1612
-0.6465,0.3915,1.1569,-0.2929
0.5892,-1.7364,-1.6220,1.6594
0.7135,-0.8634,0.8949,-0.5513
0.6263,1.6254,1.4931,1.5198
-0.6666,0.3310,-1.4343,0.3164
-0.6007,1.8708,0.7939,-0.8922
-0.4322,0.3802,1.7520,-0.2878
-0.7617,-0.4933,1.1666,0.4383
1.2527,0.6805,1.3158,1.1217
0.9551,0.7417,0.1056,0.0748
0.5841,-0.3064,-0.5527,0.0989
-0.5496,-1.2789,-1.1432,-0.8036
1.7907,-0.0549,-1.0938,0.1076
-1.4497,-1.6913,1.3777,3.3782
-1.5954,1.0835,1.3405,-2.3172
1.5347,-1.8490,-0.6529,1.8529
1.0652,-1.4758,-0.4931,0.7752
-1.3510,1.3254,1.0844,-1.9417
1.2362,-1.3378,-0.2493,0.4123
-0.3566,0.7055,-1.0499,0.2641
-0.2232,-0.8603,0.9941,0.1909
-0.2043,0.1360,-0.7621,0.0212
1.2345,-0.1239,1.3405,-0.2051
-0.5286,1.7885,1.9378,-1.8321
-0.1533,-0.8729,-0.4725,-0.0632
0.1098,1.8651,1.2676,0.2597
1.2050,-1.4464,-1.0000,1.7430
0.5647,1.4965,0.2182,0.1844
-1.5896,1.3836,1.4047,-3.0894
-0.8597,1.0525,-0.9088,0.8224
1.6212,-1.4106,-0.2501,0.5720
1.7857,-1.1118,-0.1955,0.3881
-0.6017,-1.8933,-1.7870,-2.0356
0.0080,-1.0569,1.9781,-0.0168
-0.5003,-1.8872,1.7233,1.6273
1.3567,0.5998,1.1655,0.9485
-1.4496,-0.8525,1.3190,1.6300
0.7843,-1.4448,0.8221,-0.9316
-0.2056,-1.9790,-1.6831,-0.6848
-0.9763,1.3399,0.1952,-0.2554
0.9089,0.1111,-1.5553,-0.1570
-0.8476,-0.7954,-1.8090,-1.2196
-0.3207,1.1756,-0.1715,0.0647
-1.5566,1.6206,0.3870,-0.9761
-1.9343,0.0615,-1.0322,0.1228
-1.4257,-0.2830,0.4592,0.1853
-1.0377,-0.3337,0.6575,0.2277
-1.6575,1.8986,-1.7293,5.4421
0.1042,0.0293,1.9533,0.0060
0.2166,-0.4382,-0.1195,0.0113
0.5427,1.9242,-0.9854,-1.0290
-1.9350,1.1541,-0.6208,1.3863
0.9318,0.5130,1.0860,0.5191
0.9407,-0.6699,-1.8227,1.1487
0.1841,1.2540,-1.2996,-0.3000
1.1166,-0.1415,0.7816,-0.1235
0.5269,1.2460,-1.7476,-1.1474
1.1048,-0.1693,-0.8262,0.1545
-1.8248,-1.2021,-1.8324,-4.0195
1.7335,0.0615,1.9565,0.2087
0.1721,-0.9867,1.0132,-0.1721
-1.2356,-0.5721,1.1234,0.7941
1.4632,-0.6723,-1.5021,1.4776
-0.5279,1.5579,0.9732,-0.8005
1.5785,-0.4534,1.8949,-1.3563
-0.0152,-0.0099,1.6972,0.0003
0.0771,1.2046,0.9083,0.0844
-1.6843,0.4098,1.2894,-0.8900
0.1819,-0.7152,-1.6797,0.2185
0.6437,-0.7740,0.4105,-0.2045
-0.2955,0.7591,-0.5938,0.1332
-1.8306,1.4801,-0.5898,1.5980
1.9926,-0.9018,1.9201,-3.4502
1.7916,-1.6998,0.5501,-1.6752
-0.5468,1.2044,0.7176,-0.4726
1.8112,-1.4289,0.4303,-1.1136
1.1252,-1.8608,-1.7311,3.6246
1.1141,-0.5347,-0.4686,0.2791
0.2690,0.4204,0.7162,0.0810
1.7953,-0.5119,1.0523,-0.9672
0.2957,0.1178,-0.4079,-0.0142
0.5982,-1.0016,-1.5462,0.9264
0.9427,-0.0038,-0.4521,0.0016
0.2467,-0.9529,-0.9588,0.2254
-0.2149,1.9855,-0.8577,0.3660
1.6659,-0.0352,-1.5095,0.0885
1.4113,-0.1918,1.5947,-0.4317
-0.2196,-1.6488,0.7277,0.2634
1.3821,-0.7216,-0.6103,0.6087
-1.7402,0.1687,1.5653,-0.4595
1.4054,0.8472,1.7093,2.0353
0.5508,1.1748,0.0350,0.0227
-1.5146,-1.1961,-1.4445,-2.6167
1.1615,-1.8949,0.2161,-0.4756
-0.5244,1.2146,0.2066,-0.1316
0.4478,-1.6551,-0.7628,0.5654
1.9984,0.8755,0.1028,0.1798
1.0767,1.2934,-1.7050,-2.3742
1.8895,0.5694,-0.2001,-0.2153
0.7204,-0.6219,1.5118,-0.6774
1.1211,0.5592,-1.2721,-0.7975
1.8651,-0.2695,1.6428,-0.8258
-1.7783,-1.5034,-1.3879,-3.7106
-1.3414,-0.7094,0.8373,0.7967
-0.6159,1.7636,1.5797,-1.7159
1.3837,-0.9976,0.5402,-0.7457
0.2034,-1.4993,-0.7887,0.2405
0.1339,0.0103,-1.3255,-0.0018
1.7664,-1.3832,0.6349,-1.5514
0.8825,0.4206,1.3701,0.5085
0.2545,1.3009,-1.8865,-0.6245
-1.8182,0.5658,0.3071,-0.3159
0.6045,1.0678,-0.3337,-0.2154
0.5560,-0.0078,0.5087,-0.0022
-0.8413,1.8266,-0.0682,0.1048
1.2188,0.7400,-0.8103,-0.7307
-1.7081,-1.7603,-0.2416,-0.7264
-0.0630,-1.1839,0.4266,0.0318
-0.7497,0.8735,0.9368,-0.6134
