0.2789,0.2789,0.0778,0.2753
-0.9500,-0.9500,0.9025,-0.8134
-0.4499,-0.4499,0.2024,-0.4349
-0.5536,-0.5536,0.3064,-0.5257
0.4729,0.4729,0.2237,0.4555
0.3534,0.3534,0.1249,0.3461
0.7844,0.7844,0.6152,0.7064
-0.8261,-0.8261,0.6825,-0.7353
-0.1562,-0.1562,0.0244,-0.1555
-0.9404,-0.9404,0.8844,-0.8078
-0.5627,-0.5627,0.3167,-0.5335
0.0107,0.0107,0.0001,0.0107
-0.9469,-0.9469,0.8967,-0.8116
-0.6023,-0.6023,0.3628,-0.5666
0.2998,0.2998,0.0899,0.2953
0.0899,0.0899,0.0081,0.0898
-0.5591,-0.5591,0.3126,-0.5304
0.1785,0.1785,0.0319,0.1776
0.6189,0.6189,0.3830,0.5801
-0.9870,-0.9870,0.9742,-0.8344
0.6116,0.6116,0.3741,0.5742
0.3963,0.3963,0.1570,0.3860
-0.3195,-0.3195,0.1021,-0.3141
-0.6890,-0.6890,0.4748,-0.6358
0.9144,0.9144,0.8362,0.7922
-0.3268,-0.3268,0.1068,-0.3210
-0.8145,-0.8145,0.6634,-0.7274
-0.8066,-0.8066,0.6506,-0.7219
0.6950,0.6950,0.4830,0.6404
0.2075,0.2075,0.0430,0.2060
0.6143,0.6143,0.3773,0.5764
0.4595,0.4595,0.2111,0.4435
0.0725,0.0725,0.0052,0.0724
0.9462,0.9462,0.8954,0.8112
-0.2429,-0.2429,0.0590,-0.2405
0.1041,0.1041,0.0108,0.1039
0.6588,0.6588,0.4340,0.6122
0.2370,0.2370,0.0562,0.2348
0.7234,0.7234,0.5233,0.6619
0.1547,0.1547,0.0239,0.1541
0.4091,0.4091,0.1674,0.3978
-0.9084,-0.9084,0.8251,-0.7885
-0.5442,-0.5442,0.2962,-0.5177
-0.4212,-0.4212,0.1774,-0.4089
-0.8404,-0.8404,0.7063,-0.7449
-0.5344,-0.5344,0.2856,-0.5093
-0.7980,-0.7980,0.6368,-0.7160
-0.4441,-0.4441,0.1972,-0.4296
0.2714,0.2714,0.0736,0.2681
-0.2703,-0.2703,0.0731,-0.2671
-0.2596,-0.2596,0.0674,-0.2567
-0.5810,-0.5810,0.3375,-0.5488
-0.4660,-0.4660,0.2172,-0.4494
0.8733,0.8733,0.7627,0.7665
0.2961,0.2961,0.0877,0.2918
0.2183,0.2183,0.0476,0.2165
-0.6577,-0.6577,0.4326,-0.6113
0.4583,0.4583,0.2100,0.4424
-0.6732,-0.6732,0.4532,-0.6235
-0.2411,-0.2411,0.0581,-0.2388
0.9790,0.9790,0.9585,0.8300
0.2800,0.2800,0.0784,0.2764
0.1139,0.1139,0.0130,0.1137
0.3692,0.3692,0.1363,0.3609
0.6857,0.6857,0.4702,0.6332
0.5520,0.5520,0.3047,0.5244
-0.5419,-0.5419,0.2937,-0.5158
-0.9358,-0.9358,0.8757,-0.8051
-0.3691,-0.3691,0.1362,-0.3608
-0.4645,-0.4645,0.2158,-0.4480
-0.5780,-0.5780,0.3341,-0.5464
0.8858,0.8858,0.7847,0.7744
0.7527,0.7527,0.5666,0.6836
-0.3706,-0.3706,0.1374,-0.3622
0.3109,0.3109,0.0966,0.3059
-0.2087,-0.2087,0.0436,-0.2072
0.8291,0.8291,0.6874,0.7373
-0.0823,-0.0823,0.0068,-0.0822
-0.4702,-0.4702,0.2211,-0.4531
-0.5067,-0.5067,0.2568,-0.4853
0.1227,0.1227,0.0151,0.1224
-0.4745,-0.4745,0.2252,-0.4569
0.1692,0.1692,0.0286,0.1684
0.7956,0.7956,0.6331,0.7143
-0.2012,-0.2012,0.0405,-0.1998
-0.5614,-0.5614,0.3151,-0.5323
0.9951,0.9951,0.9902,0.8388
0.0191,0.0191,0.0004,0.0191
-0.8182,-0.8182,0.6694,-0.7299
-0.9058,-0.9058,0.8204,-0.7869
-0.7807,-0.7807,0.6095,-0.7038
0.2549,0.2549,0.0650,0.2521
0.5842,0.5842,0.3412,0.5515
-0.1557,-0.1557,0.0242,-0.1551
-0.8729,-0.8729,0.7620,-0.7662
-0.2368,-0.2368,0.0561,-0.2346
0.9922,0.9922,0.9845,0.8373
0.0582,0.0582,0.0034,0.0582
0.9422,0.9422,0.8877,0.8088
0.7216,0.7216,0.5206,0.6606
-0.9770,-0.9770,0.9546,-0.8288
0.4414,0.4414,0.1949,0.4272
0.3634,0.3634,0.1321,0.3555
0.0739,0.0739,0.0055,0.0739
-0.4663,-0.4663,0.2175,-0.4496
0.2819,0.2819,0.0795,0.2782
-0.7769,-0.7769,0.6036,-0.7011
-0.1305,-0.1305,0.0170,-0.1301
