-2.5384,2.5384
-2.0253,2.0253
-1.5572,1.5572
2.0079,2.0079
-0.6651,0.6651
2.3792,2.3792
-1.0096,1.0096
1.5337,1.5337
-2.1603,2.1603
2.9309,2.9309
1.3450,1.3450
0.0048,0.0048
2.8459,2.8459
-2.6778,2.6778
-0.3775,0.3775
2.0320,2.0320
-0.9564,0.9564
1.6140,1.6140
2.7292,2.7292
-0.6198,0.6198
1.6413,1.6413
-2.8222,2.8222
-1.3600,1.3600
2.9555,2.9555
-0.0564,0.0564
-0.8651,0.8651
2.6469,2.6469
-0.4089,0.4089
1.0782,1.0782
0.9640,0.9640
-2.4858,2.4858
0.7117,0.7117
1.7883,1.7883
1.2787,1.2787
-2.5078,2.5078
-2.0747,2.0747
1.2701,1.2701
0.8034,0.8034
1.4379,1.4379
-1.0999,1.0999
-2.3607,2.3607
-2.9688,2.9688
-1.1504,1.1504
-0.8405,0.8405
-1.3814,1.3814
-2.2050,2.2050
-1.8756,1.8756
-0.3069,0.3069
0.3284,0.3284
-0.5517,0.5517
-2.8424,2.8424
-0.8765,0.8765
-2.4416,2.4416
0.5883,0.5883
-1.0534,1.0534
-0.6886,0.6886
-1.2489,1.2489
-0.6732,0.6732
-2.4918,2.4918
2.4068,2.4068
2.4312,2.4312
2.8690,2.8690
0.4318,0.4318
-1.9825,1.9825
-0.7156,0.7156
-2.1670,2.1670
-1.1932,1.1932
-0.0413,0.0413
-2.6204,2.6204
-0.3919,0.3919
-0.4734,0.4734
-0.0946,0.0946
-2.5385,2.5385
-1.4898,1.4898
-1.5205,1.5205
0.7502,0.7502
0.5628,0.5628
-1.8267,1.8267
-2.3582,2.3582
-1.1721,1.1721
2.6929,2.6929
-1.0067,1.0067
0.7212,0.7212
1.8245,1.8245
-1.0227,1.0227
-0.9916,0.9916
1.8929,1.8929
2.1571,2.1571
2.8454,2.8454
-2.1833,2.1833
-1.0760,1.0760
2.6837,2.6837
-1.7949,1.7949
-1.1149,1.1149
2.7874,2.7874
2.8124,2.8124
-1.2513,1.2513
1.1697,1.1697
-0.0540,0.0540
0.4553,0.4553
-1.5455,1.5455
-0.7437,0.7437
1.8990,1.8990
-0.6424,0.6424
-2.3167,2.3167
0.3831,0.3831
0.5534,0.5534
0.2738,0.2738
1.0903,1.0903
0.3006,0.3006
2.7180,2.7180
-0.2303,0.2303
1.2502,1.2502
-0.3693,0.3693
-1.2520,1.2520
1.1570,1.1570
1.9138,1.9138
1.7739,1.7739
-0.5452,0.5452
-0.0042,0.0042
0.8000,0.8000
-1.5479,1.5479
0.9520,0.9520
1.2914,1.2914
1.7345,1.7345
-2.5562,2.5562
2.9442,2.9442
-0.1246,0.1246
-0.5952,0.5952
0.0397,0.0397
2.5224,2.5224
1.1503,1.1503
0.2619,0.2619
1.7443,1.7443
-0.8428,0.8428
2.3730,2.3730
0.2214,0.2214
0.8291,0.8291
-2.4901,2.4901
1.6137,1.6137
0.9456,0.9456
-0.8699,0.8699
0.8820,0.8820
-2.7342,2.7342
2.9016,2.9016
1.0648,1.0648
-0.6023,0.6023
1.5161,1.5161
2.7943,2.7943
-0.4173,0.4173
-2.9367,2.9367
-1.4476,1.4476
0.0641,0.0641
0.1128,0.1128
0.4831,0.4831
0.4514,0.4514
-0.3253,0.3253
-0.6532,0.6532
1.6341,1.6341
0.5315,0.5315
0.0028,0.0028
-0.9302,0.9302
-2.8526,2.8526
-2.3727,2.3727
-0.5041,0.5041
2.7704,2.7704
-2.3036,2.3036
2.6441,2.6441
-2.1499,2.1499
-1.1287,1.1287
-0.2680,0.2680
-1.7588,1.7588
-0.1024,0.1024
-0.1430,0.1430
-0.3710,0.3710
1.1806,1.1806
-1.0865,1.0865
-1.1984,1.1984
1.8611,1.8611
-2.3095,2.3095
2.0951,2.0951
0.8878,0.8878
1.0628,1.0628
-2.0139,2.0139
2.9034,2.9034
-1.5365,1.5365
-1.9533,1.9533
-2.0392,2.0392
0.3591,0.3591
2.7508,2.7508
-1.6089,1.6089
-0.5697,0.5697
-1.8933,1.8933
0.8429,0.8429
-0.4072,0.4072
-2.8248,2.8248
0.6846,0.6846
-1.8161,1.8161
0.5532,0.5532
-0.6670,0.6670
