0.2789,-0.9500,0.9580
0.4729,0.3534,0.4890
0.7844,-0.8261,1.2543
-0.5627,0.0107,0.3400
-0.9469,-0.6023,1.1118
-0.5591,0.1785,0.1416
0.6189,-0.9870,1.4635
-0.3195,-0.6890,0.2861
0.9144,-0.3268,1.0183
0.6950,0.2075,0.5757
0.6143,0.4595,0.0644
-0.2429,0.1041,-0.0515
0.6588,0.2370,0.6597
0.4091,-0.9084,0.7921
-0.5442,-0.4212,0.6013
-0.7980,-0.4441,0.9040
0.2714,-0.2703,0.0527
-0.4660,0.8733,1.0797
0.2961,0.2183,0.2890
-0.6732,-0.2411,0.7957
0.9790,0.2800,0.7523
0.6857,0.5520,0.6685
-0.5419,-0.9358,1.1063
-0.5780,0.8858,1.2635
0.7527,-0.3706,0.5916
0.8291,-0.0823,0.5279
-0.4702,-0.5067,0.3332
0.1692,0.7956,0.6029
-0.2012,-0.5614,0.5943
-0.8182,-0.9058,1.4861
-0.7807,0.2549,0.7292
-0.8729,-0.2368,0.6159
0.9922,0.0582,1.3786
-0.9770,0.4414,1.0777
0.3634,0.0739,0.1073
-0.7769,-0.1305,0.9053
-0.0926,0.9076,0.9435
0.0012,-0.6427,0.3031
0.8253,0.7410,1.1446
0.2179,-0.6943,0.8019
0.5250,0.0788,0.3258
-0.9989,-0.3517,0.8795
-0.9610,0.8582,1.9333
-0.3850,-0.8841,0.6693
0.7560,0.8939,1.5687
-0.8616,0.5212,1.1322
0.5317,-0.7432,0.5854
-0.4699,0.7449,0.8147
-0.1537,-0.5764,0.0421
-0.5977,-0.3766,0.4200
0.9903,0.2998,0.8471
-0.7580,-0.5506,0.9693
-0.3238,0.1766,0.1536
-0.8580,0.2622,0.9449
-0.5421,0.8108,1.0001
-0.5240,0.3380,0.3296
-0.5715,-0.7354,1.1066
-0.0547,0.5692,0.2244
0.6150,-0.6192,0.9358
-0.1528,-0.0660,0.1492
0.4582,0.3467,0.4207
-0.1948,-0.3214,0.1322
0.7233,-0.5027,0.8560
-0.1562,-0.4429,0.4236
-0.5004,0.8465,0.5945
0.1007,-0.8988,0.9571
0.9986,0.6721,1.8970
0.6974,-0.6674,0.8433
-0.0287,-0.5725,0.2721
-0.2421,0.9706,1.0412
-0.4696,0.5681,0.3419
0.9146,0.9908,1.8768
0.1115,0.4368,0.2977
0.9374,0.1584,1.0425
0.0844,0.4960,0.5011
0.0057,0.7054,0.5908
-0.6851,0.9216,1.4310
0.1901,0.3504,0.2208
-0.5296,-0.7602,0.9744
0.1890,0.2388,-0.0029
-0.1616,0.1673,-0.4084
-0.5915,0.4324,0.4702
-0.5226,-0.2084,0.2368
-0.3676,0.5037,0.2400
-0.8549,-0.0834,1.4039
-0.8535,-0.5737,1.0511
-0.4696,0.8665,1.2727
-0.2609,-0.6845,0.2567
0.6675,0.4071,0.1601
0.3080,-0.9844,0.6825
0.6342,-0.4012,0.3184
-0.7314,-0.7691,0.7219
-0.7859,0.1064,0.5909
0.4352,-0.5928,0.8107
0.2685,-0.4720,-0.1383
0.6922,-0.8154,1.1753
-0.1528,-0.4466,0.5662
0.2742,-0.4761,0.3095
0.4825,0.1034,0.2184
-0.8495,0.7662,1.3210
0.8079,0.0912,0.7949
-0.7038,-0.7451,0.8227
-0.3835,0.7980,0.8973
0.7978,-0.5798,0.5922
-0.5009,-0.7944,0.9601
-0.1872,0.2413,-0.3145
-0.6909,0.8598,1.5772
0.6215,0.7628,0.5571
-0.9504,0.4731,0.8989
0.6045,0.7281,1.2975
0.6215,-0.4664,0.6260
0.7443,0.7172,0.9754
-0.5551,0.6332,0.5437
0.5907,-0.5448,0.6879
-0.9527,-0.6137,1.0955
0.9338,-0.4418,1.4195
0.2830,-0.2006,0.3665
0.8785,-0.7693,1.3343
0.9408,-0.6429,1.4512
-0.7832,-0.1309,0.5939
0.4571,-0.3726,0.1598
-0.2296,0.1532,-0.0720
-0.4906,0.4176,0.8709
0.0769,0.4389,0.2034
0.4839,0.3413,0.3005
0.3285,-0.3396,0.2806
-0.3722,0.6960,0.5910
-0.3814,-0.1832,0.0131
-0.1952,-0.4087,0.3507
0.8807,0.3546,1.0513
0.8056,0.2310,0.6231
-0.9992,-0.4262,1.4192
-0.1402,0.1600,-0.0808
-0.1157,-0.5726,0.1565
-0.0536,0.8024,0.6814
-0.8304,0.0309,0.5736
0.2659,-0.3296,0.3184
0.3456,-0.5507,0.1195
-0.6017,-0.9511,1.2741
0.6995,-0.8543,1.4461
-0.1711,0.2595,0.2023
-0.0112,-0.5120,0.5525
0.3121,-0.9889,1.0774
-0.7868,-0.1497,0.2986
-0.6482,0.9159,1.1953
-0.5016,0.6967,0.7297
-0.0871,0.6028,0.0768
0.1909,0.9001,0.3303
0.7829,0.2253,0.6181
0.6611,0.0957,0.2136
0.7944,0.4873,0.7156
-0.5055,0.2753,0.3559
0.5316,0.0426,0.1724
-0.8450,-0.4285,0.7832
-0.4566,-0.3606,0.2328
-0.5375,0.3879,0.4121
0.4128,-0.8715,0.7209
-0.1685,-0.5863,0.5094
-0.1597,0.8097,0.4147
0.7135,0.5312,0.6357
-0.2392,-0.9882,0.8341
0.7069,0.9069,1.5907
-0.1620,0.4950,0.0107
-0.5589,-0.5612,0.5496
-0.1283,-0.9420,0.7484
-0.1914,-0.6699,0.7439
-0.0652,-0.7447,0.5253
-0.2120,0.1288,0.0290
-0.9458,0.2855,1.1225
-0.8994,-0.2418,1.0351
-0.5767,-0.3463,0.4663
0.5040,0.6638,0.4999
-0.4955,-0.8362,1.1919
0.9998,-0.3001,1.1199
0.3003,0.5625,0.2126
0.8992,-0.6013,0.8969
-0.9592,-0.6952,1.6123
0.1279,-0.5641,0.5466
0.3989,0.5338,0.5791
0.4959,-0.7709,1.0780
0.6386,0.9294,1.3072
-0.3761,0.3547,0.2959
0.9163,-0.2067,0.8651
0.3812,0.2545,0.1325
-0.7962,0.5450,1.0905
-0.7579,0.9677,1.2920
0.5653,-0.3056,0.2396
0.0119,-0.3175,0.1847
0.6992,0.6447,1.3055
0.2712,0.6574,0.8191
0.4146,-0.1290,0.1358
-0.4598,0.6164,0.0752
0.0763,-0.0330,-0.2910
-0.4632,0.7034,0.8370
0.6615,-0.8267,1.2310
-0.0706,0.2207,-0.0476
-0.2420,-0.9426,1.0222
-0.5758,0.5957,0.5843
-0.3193,0.7606,0.6320
-0.9797,0.8961,1.6095
